country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Vietnam,2002,VNM,80642304.0,250683375616.0,,,,,0.0,0.0,0.0,,344.413,14.194,8.46,843.961,68.059,60.514,4.88,22.483,19.617,1325.225,106.869,13.631,25.706,35.8,443.936,35.8,15.576,9.383,22.71,3283.082,1.056,12.247,23.091,218.248,17.6,2624.408,211.638,49.162,79.937,20.0,3.86,23.16,103.296,8.33,287.194,20.0,3.86,287.194,23.16,23.268,8.748,12.33,-0.066,-0.38,53.117,225.688,18.2,658.674,50.838,20.063,-0.066,-0.38,53.117,225.688,18.2,658.674,50.838,20.063,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.823,10.771,120.419,54.438,4.39,1493.253,0.673,1.337,2482.265,200.176,12.263,45.483,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,443.936,264.755,-0.066,-0.38,53.117,225.688,18.2,658.674,50.838,20.063,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,2002,URY,3306446.0,37250867200.0,,,,,12.098,0.04,0.417,,27.083,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.87,2380.199,9.6,,-11.195,-5.893,14137.804,1.255,,,9.073,0.03,,,0.312,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.26,,,,2882.249,9.53,,99.271,,,,,2894.346,9.57,,99.687,,-1.73,-21.982,,,,0.0,0.0,,0.0,,,,,9.073,0.03,,,0.0,0.0,0.0,0.312,,,0.04,0.0,,,12.098,0.0,,0.417,0.0,,2903.42,46.746,,,,2894.346,9.57,,99.687,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Uzbekistan,2002,UZB,25579032.0,122757824512.0,,,,,0.0,0.0,0.0,,1049.393,6.498,0.599,384.025,9.823,78.971,2.02,0.937,0.083,349.3,8.935,4.089,1.607,49.32,1928.142,49.4,8.245,2.516,15.0,23892.764,4.979,2.527,14.621,1695.92,43.38,23186.879,593.098,87.814,97.046,2.982,14.63,505.216,1435.16,36.71,19751.188,2.469,12.705,20616.643,527.354,74.312,82.666,51.84,2.809,0.379,18.056,235.349,6.02,705.887,12.186,2.954,2.809,0.379,18.056,235.349,6.02,705.887,12.186,2.954,-0.08,-0.162,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.774,-0.609,78.059,181.79,4.65,3051.666,0.294,0.247,3288.941,84.128,9.413,12.772,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.269,611.154,2.809,0.379,18.056,235.349,6.02,705.887,12.186,2.954,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimbabwe,2002,ZWE,11984643.0,24872480768.0,,,,,0.0,0.0,0.0,,487.179,,,,,397.175,4.76,-12.707,-4.299,2464.193,29.532,55.478,,12.59,1050.511,8.58,,-0.553,-0.304,4561.243,2.198,,,398.009,4.77,,,55.594,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,4.18,,,,317.907,3.81,,44.406,,,,,317.907,3.81,,44.406,,4.01,31.851,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.834,0.01,,,0.0,0.0,0.0,0.117,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,715.916,54.665,,,,317.907,3.81,,44.406,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Yemen,2002,YEM,19660662.0,78586478592.0,,,,,0.0,0.0,0.0,,657.825,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.77,191.753,3.77,,0.876,0.567,3320.324,0.831,,,191.753,3.77,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,2.48,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,191.753,3.77,,0.548,1.365,12747.662,250.627,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,191.753,65.28,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
United States Virgin Islands,2002,VIR,107742.0,,,,,,0.0,0.0,0.0,,653.846,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.04,9652.688,1.04,,-1.052,-0.593,517419.844,,,,9652.688,1.04,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.68,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,9652.688,1.04,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,9652.688,55.748,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Zambia,2002,ZMB,10508294.0,17827940352.0,,,,,0.0,0.0,0.0,,29.412,,,,,1.903,0.02,-14.979,-0.248,134.195,1.41,0.245,,7.37,701.351,8.16,,3.4,1.039,3006.324,1.772,,,5.71,0.06,,,0.735,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.24,,,,770.82,8.1,,99.265,,,,,770.82,8.1,,99.265,,-0.79,-10.719,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.807,0.04,,,0.0,0.0,0.0,0.49,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,776.529,31.591,,,,770.82,8.1,,99.265,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Vanuatu,2002,VUT,202141.0,,,,,,0.0,0.0,0.0,,600.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.05,247.352,0.05,,-4.571,-0.019,2008.195,,,,247.352,0.05,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.03,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,247.352,0.05,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,247.352,0.406,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Venezuela,2002,VEN,25330926.0,314003718144.0,,,,,0.0,0.0,0.0,,274.143,-62.687,-0.357,8.379,0.212,0.0,0.0,5.332,3.481,2714.792,68.768,0.0,0.026,91.99,3631.529,91.85,13.091,-0.142,-1.16,32207.334,2.598,0.412,2.633,1275.911,32.32,25347.348,642.072,35.188,78.701,-3.979,-13.07,315.412,748.887,18.97,12451.659,-3.979,-13.07,12451.659,315.412,20.653,38.661,25.18,-1.501,-3.793,173.77,2350.092,59.53,6859.989,64.812,21.299,-1.501,-3.793,173.77,2350.092,59.53,6859.989,64.812,21.299,0.14,0.152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.174,16.06,326.447,527.024,13.35,12887.309,-6.339,-120.195,70106.945,1775.874,14.535,40.014,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3626.002,815.842,-1.501,-3.793,173.77,2350.092,59.53,6859.989,64.812,21.299,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2002,AFG,21000258.0,18804871168.0,,,,,0.0,0.0,0.0,,169.014,,,,,1.905,0.04,-19.231,-0.029,5.806,0.122,5.634,,0.81,38.571,0.71,,-5.058,-0.236,210.862,0.235,,,7.143,0.15,,,21.127,,,,,0.0,0.0,,0.0,0.0,25.823,0.542,0.0,,0.12,,,,26.666,0.56,,78.873,,,,,26.666,0.56,,78.873,,0.1,12.346,,,,0.0,0.0,,0.0,,,,,5.238,0.11,,,0.0,0.0,0.0,15.493,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,33.809,4.428,,,,26.666,0.56,,78.873,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
United States,2002,USA,288350240.0,13307342749696.0,19.461,7.651,162.866,46.962,186.267,53.71,1.397,0.179,564.714,-0.047,-2.861,21149.467,6098.454,6704.104,1933.13,-3.461,-226.868,21949.186,6329.053,50.287,23.19,3865.21,13404.566,3844.23,15.948,1.462,378.914,91199.055,1.976,0.84,191.08,9460.128,2727.83,79560.883,22941.4,70.959,87.239,3.239,194.532,6201.112,2396.426,691.01,21505.484,-3.885,-206.662,17729.438,5112.288,17.975,23.581,2170.89,22.797,135.908,753.548,886.387,255.59,2613.31,6.649,2.866,6.712,187.833,3355.869,3871.68,1116.4,11638.168,29.041,12.761,20.98,0.543,1.462,18.413,2299.877,2705.252,780.06,7975.983,20.292,8.746,-0.006,-0.591,10641.834,359.597,103.69,36905.93,-0.756,-30.303,13790.043,3976.362,2.697,40.467,223.197,69.85,16.14,7.42,15.258,242.24,55.974,774.049,1.817,0.42,0.849,13331.809,26297.27,19.835,169.42,1055.992,1166.429,336.34,3662.185,8.749,4.016,4.744,0.069,1.756,1.907,0.55,6.09,0.014,0.007,53.685,10.535,30.528,35.894,10.35,105.87,0.269,0.116
Ghana,2002,GHA,20758324.0,45606383616.0,,,,,0.482,0.01,0.138,,221.458,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.7,370.936,7.27,,-8.465,-3.544,1846.188,0.84,,,109.354,2.27,,,31.224,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.61,,,,240.385,4.99,,68.638,,,,,240.867,5.0,,68.776,,0.43,5.584,,,,0.0,0.0,,0.0,,,,,109.354,2.27,,0.0,0.0,214.314,4.449,31.224,,,0.01,0.0,,,0.482,0.0,,0.138,0.0,,350.221,38.324,,,,240.867,5.0,,68.776,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Georgia,2002,GEO,4061127.0,25794086912.0,,,,,0.0,0.0,0.0,,65.369,,,,,0.0,0.0,498.621,0.025,7.523,0.031,0.0,,7.64,1881.251,7.19,,17.859,6.632,10776.443,1.697,,,120.656,0.49,,,6.815,,,,,100.957,0.41,,-78.644,-0.512,34.221,0.139,5.702,,0.47,,,,1649.788,6.7,,93.185,,,,,1649.788,6.7,,93.185,,0.45,5.89,,,,0.0,0.0,,0.0,,,,,19.699,0.08,,-26.0,-0.327,229.426,0.932,1.113,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1770.445,43.765,,,,1649.788,6.7,,93.185,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Gambia,2002,GMB,1522230.0,2108436352.0,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.15,98.54,0.15,,-0.423,-0.006,901.834,0.651,,,98.54,0.15,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.1,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,98.54,0.15,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,98.54,1.373,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Gabon,2002,GAB,1341696.0,13745891328.0,,,,,7.453,0.01,0.68,,306.122,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.47,1095.628,1.47,,0.025,0.003,9233.193,0.901,,,409.929,0.55,,,37.415,,,,,245.957,0.33,,12.5,0.108,727.532,0.976,22.449,,0.45,,,,678.246,0.91,,61.905,,,,,685.699,0.92,,62.585,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,163.972,0.22,,-2.29,-3.484,110800.328,148.66,14.966,,,0.01,0.0,,,7.453,0.0,,0.68,0.0,,1095.628,12.388,,,,685.699,0.92,,62.585,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
French Polynesia,2002,PYF,259142.0,,,,,,0.0,0.0,0.0,,478.261,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.46,1775.089,0.46,,6.263,0.245,16036.279,,,,1273.433,0.33,,,71.739,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.22,,,,501.655,0.13,,28.261,,,,,501.655,0.13,,28.261,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1273.433,0.33,,,0.0,0.0,0.0,71.739,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1775.089,4.156,,,,501.655,0.13,,28.261,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
French Guiana,2002,GUF,178744.0,,,,,,0.0,0.0,0.0,,238.095,,,,,,,,0.0,0.0,0.0,,,0.63,3524.594,0.63,,-7.028,-0.29,21448.084,,,,1174.865,0.21,,,33.333,,,,,,,,,0.0,0.0,0.0,,,0.15,,,,2349.729,0.42,,66.667,,,,,2349.729,0.42,,66.667,,0.0,0.0,,,,,,,,,,,,1174.865,0.21,,,0.0,0.0,0.0,33.333,,,,,,,,,,,,,3524.594,3.834,,,,2349.729,0.42,,66.667,,,,,0.0,0.0,,0.0,,,,,,,,,
France,2002,FRA,59372784.0,2107316502528.0,4.849,0.179,65.349,3.88,51.202,3.04,0.551,0.124,75.212,7.326,10.552,2603.679,154.588,398.499,23.66,-27.661,-4.585,201.936,11.99,4.292,4.956,474.21,7986.992,551.24,24.981,-0.768,-24.127,52531.129,1.48,-1.145,-19.722,872.285,51.79,28688.965,1703.344,9.395,54.613,-0.17,-0.741,435.943,309.401,18.37,7342.467,-2.471,-0.494,328.586,19.509,3.332,13.977,41.46,-18.677,-41.895,176.289,991.7,58.88,2969.186,10.681,5.652,0.464,-4.405,1415.576,8412.104,499.45,23842.164,90.605,45.387,-77.03,-16.244,3.725,36.271,1223.322,7356.233,436.76,20604.086,79.232,39.223,-2.585,-29.533,1112.813,164.385,9.76,18742.818,-3.027,-0.631,340.17,20.197,1.771,35.679,11.291,3.53,0.49,6.089,0.648,59.455,8.253,190.168,0.64,0.089,0.362,9284.389,3118.919,-16.397,-40.676,192.254,1055.871,62.69,3238.08,11.373,6.164,15.306,0.003,0.021,0.168,0.01,0.349,0.002,0.001,102.29,0.389,0.773,4.548,0.27,13.028,0.049,0.025
Finland,2002,FIN,5200588.0,176751493120.0,,0.007,1.431,0.007,1728.651,8.99,11.999,0.002,316.07,8.657,6.102,14727.393,76.591,2443.954,12.71,,0.0,0.0,0.0,16.965,20.769,86.84,16698.111,74.92,26.004,0.511,1.874,70908.922,2.086,3.662,8.69,6305.057,32.79,47297.496,245.975,43.767,66.702,-0.702,-0.3,42.46,2236.286,11.63,8164.461,,0.0,0.0,0.0,15.523,11.514,23.68,-18.395,-7.34,31.453,2072.842,10.78,6048.039,14.389,8.529,-4.938,-6.815,122.793,8101.007,42.13,23611.424,56.233,33.298,11.92,13.726,-2.099,-1.753,62.446,4287.977,22.3,12007.509,29.765,16.934,2.328,2.888,126.924,1624.816,8.45,24405.643,,0.0,0.0,0.0,11.279,34.418,28.694,8.99,0.0,8.668,2.289,1728.651,0.0,5517.478,11.999,0.0,7.781,14406.063,368.768,-7.938,-5.062,60.347,3813.03,19.83,11603.915,26.468,16.365,8.746,0.0,0.005,0.0,0.0,1.047,0.0,0.001,-8.571,-0.019,0.187,11.537,0.06,35.92,0.08,0.051
Fiji,2002,FJI,849897.0,,,,,,152.96,0.13,15.663,,240.964,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.83,976.589,0.83,,-15.305,-1.233,8027.728,,,,294.153,0.25,,,30.12,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.2,,,,529.476,0.45,,54.217,,,,,682.436,0.58,,69.88,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,294.153,0.25,,,0.0,0.0,0.0,30.12,,,0.13,0.0,,,152.96,0.0,,15.663,0.0,,976.589,6.823,,,,682.436,0.58,,69.88,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Faroe Islands,2002,FRO,46837.0,,,,,,0.0,0.0,0.0,,375.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.24,5124.154,0.24,,-2.107,-0.075,73905.156,,,,2989.09,0.14,,,58.333,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.09,,,,2135.064,0.1,,41.667,,,,,2135.064,0.1,,41.667,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2989.09,0.14,,,0.0,0.0,0.0,58.333,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5124.154,3.461,,,,2135.064,0.1,,41.667,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Falkland Islands,2002,FLK,3171.0,,,,,,0.0,0.0,0.0,,1000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,3153.579,0.01,,9.992,0.013,44560.195,,,,3153.579,0.01,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3153.579,0.01,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3153.579,0.141,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Ethiopia,2002,ETH,71073224.0,54501781504.0,,,,,0.563,0.04,1.942,,33.981,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.06,28.984,2.06,,2.74,0.576,303.847,0.396,,,0.281,0.02,,,0.971,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.07,,,,28.14,2.0,,97.087,,,,,28.703,2.04,,99.029,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.281,0.02,,,0.0,0.0,0.0,0.971,,,0.04,0.0,,,0.563,0.0,,1.942,0.0,,28.984,21.595,,,,28.703,2.04,,99.029,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Eswatini,2002,SWZ,1050818.0,5280506368.0,,,,,466.303,0.49,68.056,,194.444,,,,,19.033,0.02,34.603,0.755,2794.881,2.937,2.778,,1.52,1446.492,0.72,,3.031,0.192,6199.813,1.234,,,28.549,0.03,,,4.167,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.14,,,,190.328,0.2,,27.778,,,,,656.631,0.69,,95.833,,0.8,52.632,,,,0.0,0.0,,0.0,,,,,9.516,0.01,,,0.0,0.0,0.0,1.389,,,0.49,0.0,,,466.303,0.0,,68.056,0.0,,685.18,6.515,,,,656.631,0.69,,95.833,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Estonia,2002,EST,1379241.0,25689833472.0,,0.0,0.0,0.0,14.501,0.02,0.234,0.0,634.232,-2.246,-0.765,24150.344,33.309,0.0,0.0,,0.0,0.0,0.0,0.0,57.821,7.84,5684.286,8.53,14.827,-0.413,-0.239,41767.223,2.242,-0.439,-0.253,6162.81,8.5,41689.918,57.5,99.648,99.815,-16.145,-1.334,6.928,384.269,0.53,5023.415,,0.0,0.0,0.0,6.213,12.027,5.41,-24.324,-0.005,0.016,7.25,0.01,11.851,0.117,0.028,15.646,0.015,0.107,21.751,0.03,77.304,0.352,0.185,-0.69,-8.801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.973,1.846,17.263,5778.541,7.97,12516.158,,0.0,0.0,0.0,93.435,29.966,0.086,0.02,0.0,22.727,0.016,14.501,0.0,62.49,0.234,0.0,0.15,6184.561,57.607,15.646,0.015,0.107,21.751,0.03,77.304,0.352,0.185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.004,0.004,0.0,0.0,2.963,0.0,0.007
Eritrea,2002,ERI,2547428.0,,,,,,0.0,0.0,0.0,,653.846,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.26,102.064,0.26,,-8.82,-0.251,1019.168,,,,102.064,0.26,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.17,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,102.064,0.26,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,102.064,2.596,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Equatorial Guinea,2002,GNQ,754127.0,12944267264.0,,,,,0.0,0.0,0.0,,714.286,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.07,92.823,0.07,,1426.0,26.406,37471.238,2.183,,,79.562,0.06,,,85.714,,,,,66.302,0.05,,4133.333,13.449,18265.141,13.774,71.429,,0.05,,,,13.26,0.01,,14.286,,,,,13.26,0.01,,14.286,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.26,0.01,,18.672,20.315,171210.109,129.114,14.286,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,92.823,28.258,,,,13.26,0.01,,14.286,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
El Salvador,2002,SLV,6011278.0,33751220224.0,,,,,33.271,0.2,4.843,,314.77,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.51,750.256,4.13,,2.428,0.741,5202.291,0.927,,,301.101,1.81,,,43.826,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.3,,,,187.98,1.13,,27.361,,,,,385.941,2.32,,56.174,,0.38,8.426,,,,0.0,0.0,,0.0,,,,,301.101,1.81,,,0.0,0.0,0.0,43.826,,,1.19,0.99,,,197.961,164.69,,28.814,23.971,,687.042,31.272,,,,385.941,2.32,,56.174,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Egypt,2002,EGY,74393760.0,501912305664.0,,,,,0.0,0.0,0.0,,542.966,7.279,0.647,128.265,9.542,0.0,0.0,0.0,0.0,3.755,0.279,0.0,1.564,85.45,1148.618,86.23,14.791,2.853,16.93,8202.89,1.216,3.33,18.331,968.226,72.03,7645.44,568.773,83.532,93.204,8.163,19.25,255.062,772.242,57.45,3428.547,8.333,20.213,3532.051,262.763,66.624,41.797,46.82,-2.907,-1.496,40.848,188.053,13.99,549.073,16.224,6.694,-2.641,-1.402,41.471,190.876,14.2,557.45,16.468,6.796,-0.78,-0.913,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.512,-1.566,304.168,195.984,14.58,4088.628,-0.956,-4.181,5821.83,433.108,16.908,49.844,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,1159.103,610.244,-2.641,-1.402,41.471,190.876,14.2,557.45,16.468,6.796,11.111,0.0,0.003,0.0,0.0,0.039,0.0,0.0,18.715,0.094,0.62,2.823,0.21,8.337,0.244,0.102
Ecuador,2002,ECU,13070617.0,94404509696.0,,,,,0.0,0.0,0.0,,262.489,7.972,0.002,1.721,0.022,0.0,0.0,,0.0,0.0,0.0,0.0,0.022,11.87,908.144,11.81,13.181,-1.302,-1.374,7965.146,1.103,-3.026,-2.564,333.573,4.36,6284.884,82.147,36.918,78.905,-60.188,-2.002,1.324,36.724,0.48,101.312,-37.5,-0.808,103.03,1.347,4.064,1.272,3.1,6.415,1.19,21.962,569.981,7.45,1680.262,63.082,21.095,6.415,1.19,21.962,569.981,7.45,1680.262,63.082,21.095,0.06,0.505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.692,-0.563,80.801,296.849,3.88,6181.851,-3.813,-9.716,18750.564,245.081,32.854,77.611,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.553,104.109,6.415,1.19,21.962,569.981,7.45,1680.262,63.082,21.095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,2002,DOM,8795104.0,62671032320.0,,,,,19.329,0.17,1.223,,621.583,,,,,67.083,0.59,,0.0,0.0,0.0,4.245,,13.9,1580.425,13.9,,5.625,4.714,10064.789,1.412,,,1462.177,12.86,,,92.518,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,8.64,,,,98.919,0.87,,6.259,,,,,118.248,1.04,,7.482,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1395.094,12.27,,,0.0,0.0,0.0,88.273,,,0.17,0.0,,,19.329,0.0,,1.223,0.0,,1580.425,88.521,,,,118.248,1.04,,7.482,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Dominica,2002,DMA,68281.0,415539008.0,,,,,0.0,0.0,0.0,,428.571,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.07,1025.175,0.07,,-5.761,-0.033,7820.661,1.285,,,585.815,0.04,,,57.143,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.03,,,,439.361,0.03,,42.857,,,,,439.361,0.03,,42.857,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,585.815,0.04,,,0.0,0.0,0.0,57.143,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1025.175,0.534,,,,439.361,0.03,,42.857,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
